,name,image_url,review_count,categories,rating,Address,Postal Code,latitude,longitude,Number
133,Sunday Folks,https://s3-media1.fl.yelpcdn.com/bphoto/CcaF6Wbn26xCCchZWsYDrg/o.jpg,35,icecream,4,44 Jalan Merah Saga,278116,1.31197,103.797152,6564799166
134,40 Hands,https://s3-media2.fl.yelpcdn.com/bphoto/EYtQVnYC7vIJdBMgyvJIRw/o.jpg,54,coffee,3.5,78 Yong Siak St,163078,1.28261404,103.8302077,6562258545
135,Jian Bo Shui Kueh,https://s3-media1.fl.yelpcdn.com/bphoto/HymSZkYCFScMsVaaHSHOwQ/o.jpg,16,singaporean,4.5,30 Seng Poh Rd,168898,1.284768,103.832378,6590223037
136,Hai Di Lao,https://s3-media1.fl.yelpcdn.com/bphoto/s8h1ULvqiuqcyOiWX2sW8A/o.jpg,15,hotpot,4.5,313 Orchard Road,238895,1.300373148,103.8380782,6568357227
137,Latteria Mozzarella Bar,https://s3-media2.fl.yelpcdn.com/bphoto/KYMg21rt--P1LId0jOnoeA/o.jpg,31,italian,4,40 Duxton Hill,089618,1.27859,103.8429031,6568661988
138,National Library,https://s3-media1.fl.yelpcdn.com/bphoto/-cIzL93CYBwYQhMSApTVyw/o.jpg,14,museums,4.5,National Library Building,188064,1.29785,103.85446,6563323255
139,Birds of Paradise,https://s3-media2.fl.yelpcdn.com/bphoto/UBtdwTsqcuLFbhEbpQGqDQ/o.jpg,21,icecream,4.5,63 East Coast Rd,428776,1.305147586,103.9035322,6596786092
140,Mr and Mrs Mohgan's Super Crispy Roti Prata,https://s3-media1.fl.yelpcdn.com/bphoto/kCiD6j0qJZgdb8E43gcY1A/o.jpg,31,indpak,4,300 Joo Chiat Rd,427551,1.309695688,103.9020619,6597943124
141,Teppei,https://s3-media2.fl.yelpcdn.com/bphoto/LgBCdVIkpySeWoMFuXf6lg/o.jpg,28,japanese,4,1 Tras Link,078867,1.277269417,103.8440716,6562227363
142,The Coconut Club,https://s3-media4.fl.yelpcdn.com/bphoto/oHFxEPUxeJ63iRhRv4g5nQ/o.jpg,27,nasilemak,4,28 Ann Siang Rd,069708,1.2808,103.84577,6566352999
143,Free the Robot,https://s3-media2.fl.yelpcdn.com/bphoto/HMmRjyYVaBKQ27fp43Ulmw/o.jpg,22,cafes,4.5,118 Telok Ayer,068587,1.281972503,103.84817,6564381836
144,Les Amis,https://s3-media4.fl.yelpcdn.com/bphoto/W_O3bCemkn8v8ByhKngxbw/o.jpg,20,french,4.5,1 Scotts Rd,228208,1.30613,103.83189,6567332225
145,No Signboard Seafood Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Sb5OSxXYLtPFwsIpEWCxvw/o.jpg,54,seafood,3.5,414 Geylang Rd,389392,1.31298,103.883,6568423415
146,Rhubarb Le Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/PXU3AJt1HC2LY2O4s0mZwA/o.jpg,11,french,5,3 Duxton Hill,089589,1.27947,103.843071,6581275001
147,Shabestan,https://s3-media2.fl.yelpcdn.com/bphoto/9lZk3Wm7IPnWT9dvA9QElQ/o.jpg,22,persian,4.5,80 Mohammed Sultan Rd,239013,1.290909203,103.8404525,6568361270
148,Bread Street Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/nAtyDkyEGqik0PQx5UXKfw/o.jpg,56,british,3.5,2 Bayfront Ave,018956,1.282635853,103.8576131,6566885665
149,Jing Hua Xiao Chi,https://s3-media3.fl.yelpcdn.com/bphoto/riSyYqVuInA8hK5co8c7aA/o.jpg,31,chinese,4,21 Neil Road,088814,1.280112,103.843308,6562213060
150,D Bespoke,https://s3-media2.fl.yelpcdn.com/bphoto/zGvGNmcX_XQhUbU2tenK8Q/o.jpg,16,cocktailbars,4.5,2 Bukit Pasoh Road,089816,1.278615516,103.8409805,6581415741
151,Café Iguana,https://s3-media1.fl.yelpcdn.com/bphoto/hfw7AZ2XUCNJZoNQ3fhGqg/o.jpg,42,lounges,4,30 Merchant Rd,058282,1.289116695,103.8445737,6562361275
152,Joie By Dozo,https://s3-media2.fl.yelpcdn.com/bphoto/IBCyJb8eSE5UQPN6mjrJiw/o.jpg,23,modern_european,4,181 Orchard Rd,238896,1.301571555,103.8388208,6568386966
153,Bitters & Love,https://s3-media4.fl.yelpcdn.com/bphoto/09dZuER3P6N9R_C4zxsheg/o.jpg,17,bars,4.5,118 Telok Ayer St,068587,1.28194,103.8483276,6564381836
154,JiBiru Craft Beer Bar,https://s3-media1.fl.yelpcdn.com/bphoto/LG3PDOMKcwpg8AG9lSPRrA/o.jpg,31,japanese,4,313 Orchard Rd,238895,1.301049914,103.8384089,6567326884
155,Zouk Singapore,https://s3-media1.fl.yelpcdn.com/bphoto/4vRowGQYVWFZjXz7PgyKEw/o.jpg,28,danceclubs,4,3c River Valley Rd,179022,1.290549819,103.8460805,6567382988
156,Asian Civilisations Museum,https://s3-media2.fl.yelpcdn.com/bphoto/E483EuCqKo4TCe7XDtNyyA/o.jpg,27,artmuseums,4,1 Empress Pl,179555,1.28755,103.85142,6563327798
157,The Book Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/q-7DBpvsgNXslG1F2Ei0_A/o.jpg,37,cafes,4,20 Martin Road,239070,1.291267352,103.839024,6568875430
158,CÁE LA VI Club Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/6BQVkXuxZnnaFkATLLCrSA/o.jpg,79,lounges,3,1 Bayfront Avenue,018971,1.284488238,103.861025,6565082188
159,Entre Nous Creperie,https://s3-media2.fl.yelpcdn.com/bphoto/AK_Yom9eWkIz6cpC3CIjsQ/o.jpg,21,french,4.5,27 Seah St,188383,1.296182555,103.8545473,6563334671
160,Chatterbox,https://s3-media2.fl.yelpcdn.com/bphoto/4R2QxKH2whBSnRpszuvQ8Q/o.jpg,43,asianfusion,3.5,333 Orchard Road,238867,1.3021,103.83665,6568316288
161,Ki-sho,https://s3-media2.fl.yelpcdn.com/bphoto/FbwdRAwbmlMlpLHS4rANVA/o.jpg,12,japanese,5,29 Scotts Road,228224,1.3106171,103.8346936,6567335251
162,The Curry Culture,https://s3-media2.fl.yelpcdn.com/bphoto/_jlg69ibYEFGGsGhnxBQcg/o.jpg,27,indpak,4,31 Cuppage Rd,229457,1.3018316,103.840196,6562356133
163,Lolla,https://s3-media3.fl.yelpcdn.com/bphoto/Vwo5Y3vXwI4JZJc6AOa2Eg/o.jpg,34,mediterranean,4,22 Ann Siang Road,069702,1.28099,103.8455734,6564231228
164,Group Therapy Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/LafAFfcQWndWv5gMGiW_cA/o.jpg,48,coffee,3.5,49 Duxton Rd,089513,1.27834,103.8434,6562222554
165,Tim Ho Wan,https://s3-media4.fl.yelpcdn.com/bphoto/CNWGnVOpJPKMBAOD5N_HAQ/o.jpg,50,dimsum,3.5,68 Orchard Rd,238839,1.3006139,103.8451045,6562512000
166,Satay By The Bay,https://s3-media2.fl.yelpcdn.com/bphoto/Blhgz0-RuvDT-Ux0WnY5Yg/o.jpg,45,seafood,3.5,18 Marina Gardens Dr,018952,1.28200334,103.8689706,6564206848
167,Arnold's Fried Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/caKl7zBR5Y7Nz5hXM7VN1g/o.jpg,24,hotdogs,4,810 Geylang Rd,409286,1.315043089,103.8932759,6567462372
168,Gunther's,https://s3-media2.fl.yelpcdn.com/bphoto/Vhk_38PnFl4zSS3NvHJS9Q/o.jpg,15,french,4.5,36 Purvis St,188613,1.29653,103.8549118,6563388955
169,Ah Chew Desserts,https://s3-media1.fl.yelpcdn.com/bphoto/3TNsrXatk_O7hgyoWqbhDQ/o.jpg,38,desserts,3.5,1 Liang Seah Street,189022,1.29768,103.85657,6563398198
170,Murugan Idli Shop,https://s3-media3.fl.yelpcdn.com/bphoto/keOyDM8fj_Gx5x7gBHAN-w/o.jpg,27,indpak,4,81 Syed Alwi Rd,207660,1.30892,103.85606,6562980858
171,La Ristrettos,https://s3-media3.fl.yelpcdn.com/bphoto/KVXAyRQNTlnarJIbI0Vljw/o.jpg,25,cafes,4,10 Sinaran Dr,307506,1.3206513,103.8443689,6563977165
172,Whole Earth,https://s3-media2.fl.yelpcdn.com/bphoto/ne7TJ6z1PNbYFYlmYcJ74Q/o.jpg,34,thai,4,76 Peck Seah St,079331,1.2772501,103.8446426,6562216583
173,Strangers' Reunion,https://s3-media2.fl.yelpcdn.com/bphoto/aqq-XOPqY1ANuOV8-P5X7A/o.jpg,39,coffee,4,33-35-37 Kampong Bahru Rd,169356,1.277,103.8363571,6562224869
174,Nox - Dine in the Dark,https://s3-media3.fl.yelpcdn.com/bphoto/zZb5v3r5c_SVY2Z0FX4-Hg/o.jpg,21,modern_european,4.5,269 Beach Rd,199546,1.30061535,103.8601951,6562980708
175,Five Star Hainanese Chicken Rice,https://s3-media2.fl.yelpcdn.com/bphoto/6v4NSQoEyRbvCHiKMzH7Ug/o.jpg,23,chickenshop,4.5,191 East Coast Rd,428897,1.30717,103.90635,6567775555
176,Por Kee Eating House,https://s3-media2.fl.yelpcdn.com/bphoto/2h-sZHLZc_8pA4wXl2ZqRw/o.jpg,27,chinese,4,69 Seng Poh Lane,160069,1.2842166,103.8327881,6562210582
177,Samy's Curry,https://s3-media4.fl.yelpcdn.com/bphoto/cilZ_d-C5I-tW2ZhNNTaYw/o.jpg,44,indpak,3.5,25 Dempsey Road,249670,1.30602,103.8119583,6564722080
178,Food Republic,https://s3-media1.fl.yelpcdn.com/bphoto/lfUOMwB0Ayc8QrK11clfiw/o.jpg,26,food_court,4,435 Orchard Rd,238877,1.30379,103.83319,6567379881
179,Patisserie G,https://s3-media1.fl.yelpcdn.com/bphoto/2opMGz-XwI_8BGjz2d-xXg/o.jpg,26,coffee,4,9 Raffles Blvd,039596,1.292364,103.859633,6563387578
180,Lawry's The Prime Rib Singapore,https://s3-media4.fl.yelpcdn.com/bphoto/NGFMRdES_uwZHgksA8KleA/o.jpg,24,tradamerican,4,333A Orchard Rd,238867,1.302218,103.836446,6568363333
181,Yardbird Table & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/lvaFwHeKMgdXGEx5qTiShg/o.jpg,24,tradamerican,4,2 Bayfront Ave,018972,1.2837366,103.8591923,6566888868
182,Luke's Oyster Bar & Chop House,https://s3-media3.fl.yelpcdn.com/bphoto/vmIwMvbTi_jABu0DzCK7WA/o.jpg,24,seafood,4,22 Gemmill Ln,069257,1.282205571,103.847274,6562214468
183,The Naked Finn,https://s3-media2.fl.yelpcdn.com/bphoto/ScSHvCNpbz7DI-_DsDDtaA/o.jpg,19,seafood,4.5,39 Malan Rd,109442,1.276325,103.804458,6566940807
184,Basilico,https://s3-media4.fl.yelpcdn.com/bphoto/QHT9AzsI_n7kclDK7j-YbA/o.jpg,18,italian,4.5,1 Cuscaden Rd,249715,1.3046549,103.8249313,6567253232
185,Sin Ming Roti Prata,https://s3-media2.fl.yelpcdn.com/bphoto/gMDoFxBIArEOuU3ZOd3O9A/o.jpg,17,indpak,4.5,24 Sin Ming Rd,570024,1.3551822,103.8363207,6564533893
186,Long Beach King Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/o3HIHjwET2W67-kxUns2HQ/o.jpg,22,seafood,4,220 Stadium Boulevard,397803,1.30515,103.88251,6563447722
187,Best Satay,https://s3-media3.fl.yelpcdn.com/bphoto/OOgLacB3P7tKDhiZJ0j9VA/o.jpg,14,foodstands,4.5,Boon Tat Street,048582,1.2811571,103.8484061,
188,Sarnies,https://s3-media2.fl.yelpcdn.com/bphoto/zto_p7TBV1Ucxviv2REI3Q/o.jpg,35,cafes,3.5,136 Telok Ayer Street,068601,1.281623537,103.8480077,6562246091
189,Kilo,https://s3-media2.fl.yelpcdn.com/bphoto/g31E5HNwwO1eFq1tok3CSg/o.jpg,22,japanese,4,66 Kampong Bugis,338987,1.30612,103.866127,6564673987
190,La Strada,https://s3-media2.fl.yelpcdn.com/bphoto/JJIHBU2QNI3F3cuRF3sPdQ/o.jpg,16,italian,4.5,1 Scotts Rd,228208,1.306347554,103.8318952,6567356656
191,Jimmy Monkey Cafe & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/bxTrEck6xZnzr-41QIXa5w/o.jpg,38,cafes,3.5,9 One-North Gateway,138643,1.30210038,103.790288,6567778470
192,d'Good Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/g84f5xpLyLwJg6U7jYtnFA/o.jpg,31,cafes,4,273 Holland Avenue,278992,1.311832,103.795398,6562199807
193,Meat Smith,https://s3-media2.fl.yelpcdn.com/bphoto/KHfuE4XxjXt1qw5Vv5Oyuw/o.jpg,23,bbq,4,167/169 Telok Ayer,068620,1.28017,103.8474899,6562212262
194,Chin Huat Live Seafood,https://s3-media3.fl.yelpcdn.com/bphoto/4HJ0mtGmypoHXWG6mP31sg/o.jpg,20,chinese,4.5,Blk 105 Clementi St 12,120105,1.322290697,103.7695743,6567757348
195,East Coast Park,https://s3-media2.fl.yelpcdn.com/bphoto/9HKqH4db2DLOK0QDHH24bQ/o.jpg,17,beaches,4.5,1018 East Coast Parkway,449877,1.30209,103.9157,6564423590
196,The Populus Coffee & Food Co,https://s3-media2.fl.yelpcdn.com/bphoto/MRfPqTkqmCHSPGuTRKSi0g/o.jpg,36,coffee,4,146 Neil Rd,088877,1.278201274,103.8408394,6566358420
197,The Halia,https://s3-media2.fl.yelpcdn.com/bphoto/tjpRGzjdtcL1V3_QmXs5jA/o.jpg,27,asianfusion,4,"1 Cluny Road,",259569,1.311359,103.814983,6584441148
198,The Helix Bridge,https://s3-media1.fl.yelpcdn.com/bphoto/hqcI6UcnoK0059I_3u_qyg/o.jpg,18,landmarks,4.5,10 Bayfront Ave,018956,1.287675457,103.860594,
199,Brawn & Brains Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/hjOEisgZi9IC1-Nsx4sqPA/o.jpg,26,coffee,4,100 Guillemard Rd,399718,1.310077,103.881833,6563480501
200,Oriole Coffee + Bar,https://s3-media3.fl.yelpcdn.com/bphoto/cu_btgbF_nme3-X4WM3PqA/o.jpg,43,bars,3.5,96 Somerset Rd,238163,1.300800017,103.8381851,6562388348
201,Mr Stork,https://s3-media4.fl.yelpcdn.com/bphoto/zvN5uo_x-HKrpCemSo_Abw/o.jpg,17,bars,4.5,5 Fraser St,189354,1.2992107,103.8577253,6564081234
202,The Wired Monkey Singapore,https://s3-media4.fl.yelpcdn.com/bphoto/CeyWGDejtZbPq2FRMiSKxg/o.jpg,9,coffee,5,5 Dunlop St,209335,1.30432,103.85409,6590694569
203,Resorts World Sentosa,https://s3-media2.fl.yelpcdn.com/bphoto/_BxLJHZO5Ki22KKv3uv-Kw/o.jpg,26,amusementparks,4,8 Sentosa Gtwy,098269,1.25594,103.8186874,6562211694
204,Martini Bar at Mezza9,https://s3-media3.fl.yelpcdn.com/bphoto/mBzzfz1cwy74uSjHSR7UcA/o.jpg,19,bars,4.5,10 Scotts Rd,228211,1.3064382,103.83333,6567381234
205,Chicken Up,https://s3-media3.fl.yelpcdn.com/bphoto/uqT4abZeXM1fnNTKGIs61Q/o.jpg,28,korean,4,48 Tanjong Pagar Road,088469,1.27663,103.84407,6563271203
206,Beach Road Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/DcLVPjId0UZta-Z96CD8HA/o.jpg,13,breakfast_brunch,4.5,30 Beach Rd,189763,1.2947,103.85551,6568181913
207,Beach Road Scissor-Cut Curry Rice,https://s3-media4.fl.yelpcdn.com/bphoto/DV3LqrJ5VM1WweUWPC_uxg/o.jpg,27,streetvendors,4,229 Jalan Besar,208905,1.30944149,103.8578595,6598261464
208,Gokul Vegetarian Restaurant and Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/0ZJfD_kH6XBM5hkZ4iDESQ/o.jpg,22,indpak,4,19 Upper Dickson Rd,207478,1.306505802,103.8526506,6563967769
209,Boon Tong Kee,https://s3-media2.fl.yelpcdn.com/bphoto/Y6rO_lLZRSMRq4WsiyWnWQ/o.jpg,14,cantonese,4.5,34 Whampoa West,330034,1.32008,103.86256,6562999880
210,Flor Patisserie,https://s3-media1.fl.yelpcdn.com/bphoto/Hro9UC5O6t6zRgOYUch0oA/o.jpg,27,japanese,4,2 Duxton Hill,089588,1.27953,103.8431015,6562238628
211,Spize,https://s3-media3.fl.yelpcdn.com/bphoto/l2okANRhVoUKovyxxpa8IA/o.jpg,42,cafes,3.5,409 River Valley Rd,248307,1.29536,103.82992,6567349194
212,Bistecca Tuscan Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/wZh7Y_pghFgMK3Zj3LcD5g/o.jpg,26,steak,4,25 Mohamed Sultan Rd,238969,1.29346,103.8411865,6567356739
213,Mezza9,https://s3-media4.fl.yelpcdn.com/bphoto/hYuxt4iMkkUfeLyssVoa8g/o.jpg,23,asianfusion,4,Mezzanine Level,228211,1.306516708,103.8329117,6567321234
214,Employees Only,https://s3-media3.fl.yelpcdn.com/bphoto/hgL477zYEodWn8-GbeuQhQ/o.jpg,20,bars,4,112 Amoy St,069932,1.28214,103.84752,6562217357
215,Din Tai Fung,https://s3-media2.fl.yelpcdn.com/bphoto/fAbRz1BogdzwvZAJt9Bsog/o.jpg,18,taiwanese,4.5,3 Temasek Boulevard,038983,1.293632472,103.8570572,6563382422
216,Horse's Mouth,https://s3-media2.fl.yelpcdn.com/bphoto/Nz9glLv9vs52EHIzCzjanw/o.jpg,23,ramen,4,583 Orchard Road,238884,1.306690495,103.8286174,6562351088
217,Bake Cheese Tart,https://s3-media4.fl.yelpcdn.com/bphoto/VviogwpncLCI5zxFrOlDiw/o.jpg,13,desserts,4.5,2 Orchard Turn,238801,1.3040799,103.83181,
218,Itacho Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/6hOs1kyM5hrNjxXVlazJKQ/o.jpg,39,japanese,3.5,2 Orchard Turn,238801,1.304636,103.831341,6565098911
219,IKYU,https://s3-media2.fl.yelpcdn.com/bphoto/oFZ8gIoraSnDHoGPS6YQPg/o.jpg,20,japanese,4,5 Yong Siak St,168643,1.2825899,103.83035,6596632003
220,edge,https://s3-media2.fl.yelpcdn.com/bphoto/G-abuuHizt4gdJP0-ziFqA/o.jpg,23,buffets,4,7 Raffles Boulevard,039595,1.292157298,103.8583946,6568268240
221,Rochor Original Beancurd,https://s3-media3.fl.yelpcdn.com/bphoto/0zLag4DOGnUbxTGO8kVgLg/o.jpg,23,streetvendors,4,2 Short Street,188211,1.301851,103.850252,6567417358
222,Superstar K,https://s3-media1.fl.yelpcdn.com/bphoto/NvgN5y5lZ3JDAxvL1GfoPA/o.jpg,14,korean,4.5,75 Tanjong Pagar Road,088496,1.27882,103.8454208,6562240504
223,Esquina,https://s3-media4.fl.yelpcdn.com/bphoto/3OXqcsxMZhFbXBC84RxVsQ/o.jpg,31,spanish,3.5,16 Jiak Chuan Rd,089267,1.27986,103.8420334,6562221616
224,Tsukada Nojo,https://s3-media2.fl.yelpcdn.com/bphoto/nK7VW7djQbpBYlPUvsV84A/o.jpg,18,ramen,4,68 Orchard Rd,238891,1.299821,103.845445,6563365003
225,The White Rabbit,https://s3-media2.fl.yelpcdn.com/bphoto/d1oKECNyuKIxLPulVr6uBg/o.jpg,37,bars,3.5,39C Harding Rd,249541,1.30441,103.81301,6564739965
226,2am: Dessert Bar,https://s3-media4.fl.yelpcdn.com/bphoto/_oKiNGwek8PQ0A-9drCJbQ/o.jpg,38,bars,3.5,21a Lorong Liput,277733,1.31019,103.7948685,6562919727
227,Sawadee Thai Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/n8bPMEIEGLAxrgZ2Uc5O8Q/o.jpg,14,thai,4.5,"9, Tan Quee Lan Street",188098,1.2981813,103.8568767,6562386833
228,CÁE LA VI Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/Y9T9Iu9UVzjwbIgVHnrYVQ/o.jpg,137,bars,3,1 Bayfront Avenue,018971,1.283373848,103.860616,6565082188
229,Ruth's Chris Steak House,https://s3-media3.fl.yelpcdn.com/bphoto/yEA4YjpjqaQ_2u5iUI0wjA/o.jpg,14,steak,4.5,6 Raffles Blvd,039594,1.29122,103.8578,6563369093
230,Ng Ah Sio Bak Kut Teh,https://s3-media3.fl.yelpcdn.com/bphoto/1hkHnFRIhNRvna5O6RKJZg/o.jpg,19,chinese,4,208 Rangoon Road,218453,1.31766,103.85291,6562914537
231,Eight Treasures Vegetarian,https://s3-media2.fl.yelpcdn.com/bphoto/k5hC2Br-PRNfJ_wSp9c6YQ/o.jpg,18,vegetarian,4,282a South Bridge Rd,058831,1.28155,103.8446732,6565347727
232,Brazil Churrasco,https://s3-media3.fl.yelpcdn.com/bphoto/zX5uagqWFIUvcsgl1kc2Rw/o.jpg,18,brazilian,4.5,14/16 Sixth Ave,276476,1.33084,103.79497,6564631923
233,Penang Place,https://s3-media1.fl.yelpcdn.com/bphoto/_Ds74O8FvTjnnqQi2UW1pQ/o.jpg,18,buffets,4,3 Temasek Blvd,038983,1.2957108,103.8586488,6564677003
234,Blanco Court Prawn Mee,https://s3-media4.fl.yelpcdn.com/bphoto/B8-xH3YMSDgIXHs-EuwXrg/o.jpg,18,noodles,4,243 Beach Road,189754,1.300217446,103.8596324,6563968464
235,Tomi Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/82khLL6RBKUlqjh3ucqqMQ/o.jpg,21,japanese,4,238 Thomson Rd,307683,1.319782,103.843661,6562552355
236,Violet Oon's Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/6-cWlu6pJmBtuPmrh1YTsA/o.jpg,28,cafes,4,881 Bukit Timah Road,279893,1.33274,103.79106,6564685430
237,TWG Tea on the Bay,https://s3-media2.fl.yelpcdn.com/bphoto/f4UyXTcl0FuXPI8taiLDHw/o.jpg,41,tea,3.5,2 Bayfront Ave,018972,1.28192,103.85883,6565351837
238,Keng Eng Kee Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/1TziiZSLJKWzzD4tfscN2Q/o.jpg,22,seafood,4,124 Bukit Merah Lane 1,150124,1.2860399,103.8034286,6562721038
239,Yakiniku Yazawa,https://s3-media2.fl.yelpcdn.com/bphoto/jX-57VEXjie79Q7-4imDoA/o.jpg,17,japanese,4,11 Unity Street,237995,1.29216,103.84161,6562352941
240,Maki-San,https://s3-media1.fl.yelpcdn.com/bphoto/A2kzEngRkz7n2PHgq_iClw/o.jpg,15,japanese,4.5,2 Handy Rd,229233,1.299226821,103.8473833,6567378772
241,Imperial Treasure Nan Bei Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/0_DT1z37jRIW133COKXroA/o.jpg,13,chinese,4.5,391 Orchard Rd,238874,1.302737497,103.834619,6567381238
242,Luke's Oyster Bar & Chop House,https://s3-media3.fl.yelpcdn.com/bphoto/q9HcZhucYV11_8mA9QTdLg/o.jpg,13,steak,4.5,260 Orchard Rd,238855,1.302342722,103.8373668,6567334813
243,Trattoria Lafiandra,https://s3-media1.fl.yelpcdn.com/bphoto/EwSSGeT3oG0ycbM5erlceQ/o.jpg,19,italian,4,56 Tanglin Road,247964,1.3058565,103.8253453,6568844035
244,Red House,https://s3-media1.fl.yelpcdn.com/bphoto/4BqYONCcBX5JO3k_7vJF-A/o.jpg,30,seafood,4,60 Robertson Quay,238252,1.2903566,103.8394691,6567357666
245,Boon Tat Street Food Market,https://s3-media1.fl.yelpcdn.com/bphoto/PfcjD2kypeVIj62x1yZnjA/o.jpg,13,streetvendors,4.5,Boon Tat St,069620,1.28022395,103.8500932,
246,Carpenter and Cook,https://s3-media3.fl.yelpcdn.com/bphoto/2pmgqpPctXCaksntSjNViw/o.jpg,27,bakeries,4,19 Lorong Kilat,598120,1.340831902,103.7735295,6564633648
247,Candlenut,https://s3-media3.fl.yelpcdn.com/bphoto/N1JIjyLDVS6puaTR51ug3Q/o.jpg,36,asianfusion,3.5,Block 17A Dempsey Rd,249676,1.30572,103.8102,18003042288
248,Ryoshi Sushi IkeIkeMaru,https://s3-media2.fl.yelpcdn.com/bphoto/SclchrkUsrvlPs-V6wm7Hw/o.jpg,35,sushi,3.5,177 River Valley Rd,179030,1.2914637,103.8442246,6563371022
249,Meomi Cat Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/tk3sUvw1Iw1qNFjHGzixsw/o.jpg,12,coffee,4.5,668 North Bridge Road,188801,1.30151,103.8583069,6562960339
250,Cheek Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/6B5p-p1Wxhg_7IxiskeGhw/o.jpg,11,bistros,4.5,21 Boon Tat St,069620,1.281223731,103.8485973,6562211911
251,Marché,https://s3-media1.fl.yelpcdn.com/bphoto/8LL1YDXNfsovSqMvjoGGUQ/o.jpg,20,restaurants,4,1 Harbourfront Walk,098585,1.26431,103.8220673,6563768226
252,Beach Road Prawn Noodle House,https://s3-media3.fl.yelpcdn.com/bphoto/h9Ye4bGgXokL-E3kb0tFfg/o.jpg,18,chinese,4.5,370 East Coast Road,428981,1.3085099,103.9110184,6563457196
253,Annalakshmi,https://s3-media1.fl.yelpcdn.com/bphoto/7MAaFixkO0X1WkzcavLM4Q/o.jpg,22,indpak,4,"Blk 20, Havelock Road",059765,1.28777,103.8435211,6563399993
254,The Daily Scoop,https://s3-media3.fl.yelpcdn.com/bphoto/v2DMrHnFrrKY1mNR9xIaJg/o.jpg,24,icecream,4,43 Jalan Merah Saga,278115,1.310509601,103.7964249,6564753128
255,River Safari,https://s3-media1.fl.yelpcdn.com/bphoto/Z7Be5ellTWEoqdZZW_WPbw/o.jpg,31,zoos,4,80 Mandai Lake Road,729826,1.402197094,103.7913453,6562693411
256,Atlas Coffeehouse,https://s3-media4.fl.yelpcdn.com/bphoto/RXjdcqDM273hBjG5wK4nBA/o.jpg,19,coffee,4,6 Duke's Rd,268886,1.3229,103.812,6563142674
257,Crystal Jade Golden Palace,https://s3-media3.fl.yelpcdn.com/bphoto/HgCSVbPBJZZdbtV5Smc5gA/o.jpg,21,chinese,4,290 Orchard Road,238859,1.30389,103.83583,6567346866
258,Kith Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/UpAt8bRtfmodqWcWcfdy7Q/o.jpg,29,coffee,3.5,7 Rodyk Street,238215,1.28996,103.8379,6563419407
259,Founder Bak Kut Teh,https://s3-media2.fl.yelpcdn.com/bphoto/WeBiPxmiP8N0-ivMSPoRFw/o.jpg,18,chinese,4,347 Balestier Rd,329777,1.3243,103.85102,6563526192
260,Flock Café,https://s3-media3.fl.yelpcdn.com/bphoto/Asc8Ga9o9RqUUazxd9sDEA/o.jpg,31,cafes,3.5,78 Moh Guan Terrace,162078,1.283576,103.830135,6565363938
261,Koi Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/mH4DuN_Y-9YHV7zZhr9TOQ/o.jpg,19,cafes,4,201 Victoria Street,188067,1.299115,103.854173,6568846817
262,Prego,https://s3-media2.fl.yelpcdn.com/bphoto/EJbxrAsg_b4pLQVgfq_iXw/o.jpg,28,italian,3.5,80 Bras Basah Rd,189560,1.293827,103.854009,6564316156
263,Tatsuya,https://s3-media4.fl.yelpcdn.com/bphoto/eoiQBnfGVGZmO3Z3-vbL6A/o.jpg,22,japanese,4,22 Scotts Rd,228221,1.308289,103.834527,6567371160
264,Chijmes,https://s3-media3.fl.yelpcdn.com/bphoto/jXLA1kSt-AiX-sDQrPpWdg/o.jpg,18,landmarks,4,30 Victoria Street,187996,1.294800765,103.8519603,6563377810
265,Meat And Green,https://s3-media1.fl.yelpcdn.com/bphoto/ixIPsJN__90NL_haU4Vc0w/o.jpg,9,salad,5,38 Circular Rd,049394,1.286635022,103.849263,6593748449
